source,id,ossl_method,name,abbrev,unit,n_available_selMaster,n_available_allMaster,description
kssl_analyte,1421,usda.a1421,"Sand, Very Coarse, Ethanol Disp, Air-dry, Ultra",e_snd_vc_u,% wt,77,77,"Ethanol and Ultrasonic probe dispersible very coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,1235,usda.a1235,"Sand, Very Coarse, H2O Disp, Air-dry, Ultra",w_snd_vc_u,% wt,2,2,"H2O and Ultrasonic probe dispersible very coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,1226,usda.a1226,"Sand, Very Coarse, H2O Disp, Moist, Ultra",w_snd_vc_mu,% wt,NA,2,"H2O and Ultrasonic probe dispersible very coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,357,usda.a357,"Sand, Very Coarse, H2O Dispersible",w_snd_vc,% wt,1563,1563,"H2O dispersible very coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,983,usda.a983,"Sand, Very Coarse, H2O Dispersible, Moist",w_snd_vc_moist,% wt,NA,1,"H2O dispersible very coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,342,usda.a342,"Sand, Very Fine",sand_vf_psa,% wt,50273,50381,Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base.
kssl_analyte,280,usda.a280,"Sand, Very Fine PSDA, Dith, Pipet",sand_vf_Dith,% wt,27,27,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet"
kssl_analyte,287,usda.a287,"Sand, Very Fine PSDA, Moist, Dith, Pipet",sand_vf_Moist_Dith,% wt,NA,7,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet"
kssl_analyte,294,usda.a294,"Sand, Very Fine PSDA, Moist, NaOAc, Pipet",sand_vf_Moist_NaOAc,% wt,NA,NA,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet"
kssl_analyte,301,usda.a301,"Sand, Very Fine PSDA, Moist, NaOH, Pipet",sand_vf_Moist_NaOH,% wt,NA,NA,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet"
kssl_analyte,311,usda.a311,"Sand, Very Fine PSDA, Moist, Pipet",sand_vf_Moist,% wt,NA,600,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet"
kssl_analyte,318,usda.a318,"Sand, Very Fine PSDA, Moist, Ultrasonic, Pipet",sand_vf_Moist_Ultra,% wt,NA,23,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet"
kssl_analyte,325,usda.a325,"Sand, Very Fine PSDA, NaOAc, Pipet",sand_vf_NaOAc,% wt,1,1,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet"
kssl_analyte,332,usda.a332,"Sand, Very Fine PSDA, NaOH, Pipet",sand_vf_NaOH,% wt,28,28,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet"
kssl_analyte,349,usda.a349,"Sand, Very Fine PSDA, Ultrasonic, Pipet",sand_vf_Ultrasonic,% wt,38,38,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, Pipet"
kssl_analyte,1417,usda.a1417,"Sand, Very Fine, Ethanol Disp, Air-dry, Ultra",e_snd_vf_u,% wt,77,77,"Ethanol and Ultrasonic probe dispersible very fine sand, <2mm (by pipette) is the gravimetric percent 0.05 to 0.10 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,1236,usda.a1236,"Sand, Very Fine, H2O Disp, Air-dry, Ultra",w_snd_vf_u,% wt,2,2,"H2O and Ultrasonic probe dispersible very fine sand, <2mm (by pipette) is the gravimetric percent 0.05 to 0.10 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,1227,usda.a1227,"Sand, Very Fine, H2O Disp, Moist, Ultra",w_snd_vf_mu,% wt,NA,2,"H2O and Ultrasonic probe dispersible very fine sand, <2mm (by pipette) is the gravimetric percent 0.05 to 0.10 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,358,usda.a358,"Sand, Very Fine, H2O Dispersible",w_snd_vf,% wt,1563,1563,"H2O dispersible very fine sand, <2mm (by pipette) is the gravimetric percent 0.05 to 0.10 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,984,usda.a984,"Sand, Very Fine, H2O Dispersible, Moist",w_snd_vf_moist,% wt,NA,1,"H2O dispersible very fine sand, <2mm (by pipette) is the gravimetric percent 0.05 to 0.10 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,230,usda.a230,"Sanidine, petro_count",min_FS_petro_count,count,NA,NA,to be added
kssl_analyte,1359,usda.a1359,"Sanidine, x-ray pm",min_FS_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,646,usda.a646,"Scapolite, petro_count",min_SC_petro_count,count,NA,NA,to be added
kssl_analyte,1400,usda.a1400,"Scapolite, x-ray pm",min_SC_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,1072,usda.a1072,"Selenium, Element Mehlich3 Extractable",se_el_meh3,mg/kg,NA,NA,The selenium extracted by the Mehlich III solution.
kssl_analyte,407,usda.a407,"Selenium, Total",se_tot,mg/kg,NA,NA,Total Se is the selenium measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,883,usda.a883,"Selenium, Trace Element",se_trelm,ug/kg,NA,15808,Total Se is the selenium measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1478,usda.a1478,"Selenium, Water Element",se_wtelm,µg/L,NA,NA,Total Se is the selenium measured in the water sample.
kssl_analyte,1427,usda.a1427,"Selenium, Water Extractable",se_watx,µg/kg,568,568,The selenium extracted by the Water solution.
kssl_analyte,1458,usda.a1458,"Selenium, X-Ray Flourescence Element",se_pxrf,ppm,NA,NA,Selenium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,647,usda.a647,"Sepiolite, petro_count",min_SE_petro_count,count,NA,NA,to be added
kssl_analyte,468,usda.a468,"Sepiolite, x-ray",min_SE_x-ray,peak_size,NA,NA,to be added
kssl_analyte,1401,usda.a1401,"Sepiolite, x-ray pm",min_SE_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,231,usda.a231,"Sericite, petro_count",min_SR_petro_count,count,13,13,to be added
kssl_analyte,1360,usda.a1360,"Sericite, x-ray pm",min_SR_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,1422,usda.a1422,"Serpentine, petro_count",min_SZ_petro_count,count,61,61,to be added
kssl_analyte,1407,usda.a1407,"Serpentine, x-ray",min_SZ_x-ray,peak_size,37,37,to be added
kssl_calc,1322,usda.c1322,"Si, Ox times 8 plus Fe, Ox times 2, GP , Disp, Inst Set 1",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. GP prep.
kssl_calc,1051,usda.c1051,"Si, Ox times 8 plus Fe, Ox times 2, GP prep, Inst Set 1",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. GP prep.
kssl_calc,1052,usda.c1052,"Si, Ox times 8 plus Fe, Ox times 2, GP prep, Inst Set 2",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. GP prep.
kssl_calc,1053,usda.c1053,"Si, Ox times 8 plus Fe, Ox times 2, GP prep, Inst Set 3",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. GP prep.
kssl_calc,1054,usda.c1054,"Si, Ox times 8 plus Fe, Ox times 2, GP prep, Inst Set 4",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. GP prep.
kssl_calc,1167,usda.c1167,"Si, Ox times 8 plus Fe, Ox times 2, GP prep, Inst Set 5",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. GP prep.
kssl_calc,1323,usda.c1323,"Si, Ox times 8 plus Fe, Ox times 2, M prep, Disp, Inst Set 1",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. M prep.
kssl_calc,1055,usda.c1055,"Si, Ox times 8 plus Fe, Ox times 2, M prep, Inst Set 1",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. M prep.
kssl_calc,1056,usda.c1056,"Si, Ox times 8 plus Fe, Ox times 2, M prep, Inst Set 2",si8plusfe2_ox,% wt,5,5,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. M prep.
kssl_calc,1057,usda.c1057,"Si, Ox times 8 plus Fe, Ox times 2, M prep, Inst Set 3",si8plusfe2_ox,% wt,20,20,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. M prep.
kssl_calc,1058,usda.c1058,"Si, Ox times 8 plus Fe, Ox times 2, M prep, Inst Set 4",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. M prep.
kssl_calc,1168,usda.c1168,"Si, Ox times 8 plus Fe, Ox times 2, M prep, Inst Set 5",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. M prep.
kssl_calc,1321,usda.c1321,"Si, Ox times 8 plus Fe, Ox times 2, N prep, Disp, Inst Set 1",si8plusfe2_ox,% wt,99,99,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1047,usda.c1047,"Si, Ox times 8 plus Fe, Ox times 2, N prep, Inst Set 1",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1048,usda.c1048,"Si, Ox times 8 plus Fe, Ox times 2, N prep, Inst Set 2",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1049,usda.c1049,"Si, Ox times 8 plus Fe, Ox times 2, N prep, Inst Set 3",si8plusfe2_ox,% wt,4,4,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1050,usda.c1050,"Si, Ox times 8 plus Fe, Ox times 2, N prep, Inst Set 4",si8plusfe2_ox,% wt,329,329,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1166,usda.c1166,"Si, Ox times 8 plus Fe, Ox times 2, N prep, Inst Set 5",si8plusfe2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1320,usda.c1320,"Si, Ox times 8 plus Fe, Ox times 2, S prep, Disp, Inst Set 1",si8plusfe2_ox,% wt,3671,3671,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1043,usda.c1043,"Si, Ox times 8 plus Fe, Ox times 2, S prep, Inst Set 1",si8plusfe2_ox,% wt,57,57,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1044,usda.c1044,"Si, Ox times 8 plus Fe, Ox times 2, S prep, Inst Set 2",si8plusfe2_ox,% wt,69,69,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1045,usda.c1045,"Si, Ox times 8 plus Fe, Ox times 2, S prep, Inst Set 3",si8plusfe2_ox,% wt,556,556,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1046,usda.c1046,"Si, Ox times 8 plus Fe, Ox times 2, S prep, Inst Set 4",si8plusfe2_ox,% wt,6091,6091,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1165,usda.c1165,"Si, Ox times 8 plus Fe, Ox times 2, S prep, Inst Set 5",si8plusfe2_ox,% wt,3349,3349,The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_analyte,232,usda.a232,"Siderite, petro_count",min_SI_petro_count,count,NA,NA,to be added
kssl_analyte,1361,usda.a1361,"Siderite, x-ray pm",min_SI_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,233,usda.a233,"Siliceous Aggregates, petro_count",min_SA_petro_count,count,26,26,to be added
kssl_analyte,1362,usda.a1362,"Siliceous Aggregates, x-ray pm",min_SA_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,68,usda.a68,"Silicon, Dithionite Citrate Extractable",si_dith,% wt,9800,10579,Dithionite citrate extractable silica is considered an indicator of the amount of amorphous or more readily soluble silica. It is reported as gravimetric % on a <2 mm base.
kssl_analyte,1075,usda.a1075,"Silicon, Element Mehlich3 Extractable",si_el_meh3,mg/kg,1578,1643,The silicon extracted by the Mehlich III solution.
kssl_analyte,676,usda.a676,"Silicon, Major Element",si_mjelm,mg/kg,NA,7713,Total Si is the silica measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.
kssl_analyte,1513,usda.a1513,"Silicon, Major Element XRF",si_mjelm_xrf,mg/kg,NA,NA,Total Si is the silica measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.
kssl_analyte,64,usda.a64,"Silicon, Oxalate Extractable",si_ox,% wt,27104,28546,The amount of ammonium oxalate extractable silica relates to the amount of allophane and imogolite in andic materials. It is reported as a gravimetric percent on a <2 mm base.
kssl_calc,1306,usda.c1306,"Silicon, Oxalate times 8, GP prep, Disp, Inst Set 1",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1019,usda.c1019,"Silicon, Oxalate times 8, GP prep, Inst Set 1",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1020,usda.c1020,"Silicon, Oxalate times 8, GP prep, Inst Set 2",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1021,usda.c1021,"Silicon, Oxalate times 8, GP prep, Inst Set 3",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1022,usda.c1022,"Silicon, Oxalate times 8, GP prep, Inst Set 4",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1151,usda.c1151,"Silicon, Oxalate times 8, GP prep, Inst Set 5",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1307,usda.c1307,"Silicon, Oxalate times 8, M prep, Disp, Inst Set 1",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1023,usda.c1023,"Silicon, Oxalate times 8, M prep, Inst Set 1",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1024,usda.c1024,"Silicon, Oxalate times 8, M prep, Inst Set 2",sitimes8_ox,% wt,5,5,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1025,usda.c1025,"Silicon, Oxalate times 8, M prep, Inst Set 3",sitimes8_ox,% wt,20,20,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1026,usda.c1026,"Silicon, Oxalate times 8, M prep, Inst Set 4",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1152,usda.c1152,"Silicon, Oxalate times 8, M prep, Inst Set 5",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1305,usda.c1305,"Silicon, Oxalate times 8, N prep, Disp, Inst Set 1",sitimes8_ox,% wt,99,99,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1015,usda.c1015,"Silicon, Oxalate times 8, N prep, Inst Set 1",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1016,usda.c1016,"Silicon, Oxalate times 8, N prep, Inst Set 2",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1017,usda.c1017,"Silicon, Oxalate times 8, N prep, Inst Set 3",sitimes8_ox,% wt,4,4,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1018,usda.c1018,"Silicon, Oxalate times 8, N prep, Inst Set 4",sitimes8_ox,% wt,329,329,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1150,usda.c1150,"Silicon, Oxalate times 8, N prep, Inst Set 5",sitimes8_ox,% wt,NA,NA,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1304,usda.c1304,"Silicon, Oxalate times 8, S prep, Disp, Inst Set 1",sitimes8_ox,% wt,3671,3671,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1011,usda.c1011,"Silicon, Oxalate times 8, S prep, Inst Set 1",sitimes8_ox,% wt,57,57,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1012,usda.c1012,"Silicon, Oxalate times 8, S prep, Inst Set 2",sitimes8_ox,% wt,69,69,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1013,usda.c1013,"Silicon, Oxalate times 8, S prep, Inst Set 3",sitimes8_ox,% wt,556,556,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1014,usda.c1014,"Silicon, Oxalate times 8, S prep, Inst Set 4",sitimes8_ox,% wt,6091,6091,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1149,usda.c1149,"Silicon, Oxalate times 8, S prep, Inst Set 5",sitimes8_ox,% wt,3349,3349,The amount of ammonium oxalate extractable silica times 8. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_analyte,408,usda.a408,"Silicon, Total",si_tot,% wt,NA,NA,Total Si is the silica measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.
kssl_analyte,1214,usda.a1214,"Silicon, Water Element",si_wtelm,µg/L,NA,NA,Total Si is the silica measured in the water sample.
kssl_analyte,1175,usda.a1175,"Silicon, Water Extractable",si_watx,µg/kg,915,979,The silicon extracted by the Water solution.
kssl_analyte,1459,usda.a1459,"Silicon, X-Ray Flourescence Element",si_pxrf,ppm,NA,50,Silicon as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,234,usda.a234,"Sillimanite, petro_count",min_SL_petro_count,count,43,43,to be added
kssl_analyte,1363,usda.a1363,"Sillimanite, x-ray pm",min_SL_x-ray_pm,peak_size,NA,NA,to be added
kssl_calc,61,usda.c61,"Silt, Coarse",silt_c_psa,% wt,48875,48875,Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.
kssl_calc,295,usda.c295,"Silt, Coarse,  H2O Dispersible",w_slt_c,% wt,1563,1563,"H2O dispersible coarse silt, <2mm (by pipette) is the gravimetric percent of 0.02 to 0.05 mm diameter particles separated without chemical dispersion, or organic matter and salt removal. It is reported on a <2 mm base."
kssl_calc,690,usda.c690,"Silt, Coarse,  H2O Dispersible, Moist",w_slt_c_Moist,% wt,1,1,"H2O dispersible coarse silt, <2mm (by pipette) is the gravimetric percent of 0.02 to 0.05 mm diameter particles separated without chemical dispersion, or organic matter and salt removal. It is reported on a <2 mm base."
kssl_calc,870,usda.c870,"Silt, Coarse,  H2O Dispersible, Moist, Ultrasonic",w_slt_c_mu,% wt,2,2,"H2O and Ultrasonic probe dispersible coarse silt, <2mm (by pipette) is the gravimetric percent of 0.02 to 0.05 mm diameter particles separated without chemical dispersion, or organic matter and salt removal. It is reported on a <2 mm base."
kssl_calc,974,usda.c974,"Silt, Coarse,  H2O Dispersible, N Prep",w_slt_c,% wt,NA,NA,"H2O dispersible coarse silt, <2mm (by pipette) is the gravimetric percent of 0.02 to 0.05 mm diameter particles separated without chemical dispersion, or organic matter and salt removal. It is reported on a <2 mm base."
kssl_calc,867,usda.c867,"Silt, Coarse,  H2O Dispersible, Ultrasonic",w_slt_c_u,% wt,2,2,"H2O and Ultrasonic probe dispersible coarse silt, <2mm (by pipette) is the gravimetric percent of 0.02 to 0.05 mm diameter particles separated without chemical dispersion, or organic matter and salt removal. It is reported on a <2 mm base."
kssl_calc,958,usda.c958,"Silt, Coarse, Dith",silt_c_dith,% wt,27,27,Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.
kssl_calc,596,usda.c596,"Silt, Coarse, GP prep",silt_c_psa,% wt,64,68,Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base. GP prep.
kssl_calc,431,usda.c431,"Silt, Coarse, Moist",silt_c_Moist,% wt,600,600,Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.
kssl_calc,1116,usda.c1116,"Silt, Coarse, Moist, Dith",silt_c_Moist_dith,% wt,7,7,Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.
kssl_calc,961,usda.c961,"Silt, Coarse, Moist, Ultrasonic, Pipet",silt_c_Moist_Ultra,% wt,23,23,Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.
kssl_calc,406,usda.c406,"Silt, Coarse, N prep",silt_c_psa,% wt,1370,1370,Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.
kssl_calc,964,usda.c964,"Silt, Coarse, NaOAc, Pipet",silt_c_NaOAc,% wt,1,1,Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.
kssl_calc,967,usda.c967,"Silt, Coarse, NaOH, Pipet",silt_c_NaOH,% wt,28,28,Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.
kssl_calc,316,usda.c316,"Silt, Coarse, S_SK prep",silt_c_psa,% wt,39,39,Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.
kssl_calc,970,usda.c970,"Silt, Coarse, Ultrasonic, Pipet",silt_c_Ultrasonic,% wt,38,38,Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.
kssl_analyte,343,usda.a343,"Silt, Fine",silt_f_psa,% wt,50272,50380,Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base.
kssl_analyte,281,usda.a281,"Silt, Fine PSDA, Dith, Pipet",silt_f_Dith,% wt,27,27,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet"
kssl_analyte,288,usda.a288,"Silt, Fine PSDA, Moist, Dith, Pipet",silt_f_Moist_Dith,% wt,NA,7,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet"
kssl_analyte,295,usda.a295,"Silt, Fine PSDA, Moist, NaOAc, Pipet",silt_f_Moist_NaOAc,% wt,NA,NA,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet"
kssl_analyte,302,usda.a302,"Silt, Fine PSDA, Moist, NaOH, Pipet",silt_f_Moist_NaOH,% wt,NA,NA,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet"
