analyte_id,analyte_name,analyte_abbrev,analyte_code,analyte_method_code,analyte_type,analyte_format,agg_method,uom_abbrev,adod_dependency,calc_script_path,calc_desc,calc_note,analyte_desc,analyte_note
1216,"Vanadium, Water Element",v_wtelm,V_tot,V,F,8.2,mean,µg/L,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\water_analysis,_vanadium.txt",To Be Added,,Total V is the vanadium measured in the water sample.,
1217,"Zinc, Water Element",zn_wtelm,Zn_tot,Zn,F,8.2,mean,µg/L,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\water_analysis,_zinc.txt",To Be Added,,Total Zn is the zinc measured in the water sample.,
1218,"Phosphorus, Anion Resin Water, 24 hour",p_resinw24,Parw24,P,F,4.1,mean,µg/L,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Phosphorus\phosphorus_anion_resin_24hr.txt,To Be Added,,to be added,
1219,"Gypsum, Equivalent Content",gypsum_ec,GypEC,GypEC,F,4.1,mean,% wt,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\CaCO3_&_Gypsum\egc,_less_2mm.txt",To Be Added,,to be added,
1220,"Clay, H2O Disp, Moist, Ultra",w_cly_mu,Cly_W,Clay,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_h2o_disp_clay.txt",To Be Added,,"H2O and Ultrasonic probe dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base.",
1221,"Clay, Carbonate, H2O Disp, Moist, Ultra",w_clyco3_mu,CCly_W,ClyCO3,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_carbonate.txt",to be added,,"H2O and Ultrasonic probe dispersible CO3 clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particle diameter carbonates dispersed without chemical dispersants, organic matter and clay removal. It is reported on a <2 mm base.",
1222,"Clay, Fine, H2O Disp, Moist, Ultra",w_cly_f_mu,ClyF_W,ClyFin,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_h2o_disp_clay_fine.txt",To Be Added,,"H2O and Ultrasonic probe dispersible fine clay, <2mm (by pipette) is the gravimetric percent of <0.0002 mm diameter particles dispersed without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
1223,"Sand, Coarse, H2O Disp, Moist, Ultra",w_snd_c_mu,SndC_W,SandCo,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_coarse.txt",to be added,,"H2O and Ultrasonic probe dispersible coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or the removal of organic matter and salts. It is reported on a <2 mm base.",
1224,"Sand, Fine, H2O Disp, Moist, Ultra",w_snd_f_mu,SndF_W,SandF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_fine.txt",to be added,,"H2O and Ultrasonic probe dispersible fine sand, <2mm (by pipette) is the gravimetric percent of 0.10 to 0.25 mm diameter particles separated without the use of chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base.",
1225,"Sand, Medium, H2O Disp, Moist, Ultra",w_snd_m_mu,SndM_W,SandM,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_medium.txt",to be added,,"H2O and Ultrasonic probe dispersible medium sand, <2mm (by pipette) is the gravimetric percent 0.25 to 0.50 mm diameter particles separated without chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base.",
1226,"Sand, Very Coarse, H2O Disp, Moist, Ultra",w_snd_vc_mu,SndVCW,SandVC,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_coarse.txt",to be added,,"H2O and Ultrasonic probe dispersible very coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
1227,"Sand, Very Fine, H2O Disp, Moist, Ultra",w_snd_vf_mu,SndVFW,SandVF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_fine.txt",to be added,,"H2O and Ultrasonic probe dispersible very fine sand, <2mm (by pipette) is the gravimetric percent 0.05 to 0.10 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
1228,"Silt, Fine, H2O Disp, Moist, Ultra",w_slt_f_mu,SiF_W,SiltF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_h2o_disp_ultra_moist_silt,_fine.txt",To Be Added,,"H2O and Ultrasonic probe dispersible fine silt, <2mm (by pipette) is the gravimetric percent 0.002 to 0.02 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
1229,"Clay, Carbonate, H2O Disp, Air-dry, Ultra",w_clyco3_u,CCly_W,ClyCO3,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_carbonate.txt",to be added,,"H2O and Ultrasonic probe dispersible CO3 clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particle diameter carbonates dispersed without chemical dispersants, organic matter and clay removal. It is reported on a <2 mm base.",
1230,"Clay, Fine, H2O Disp, Air-dry, Ultra",w_cly_f_u,ClyF_W,ClyFin,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_h2o_disp_clay_fine.txt",To Be Added,,"H2O and Ultrasonic probe dispersible fine clay, <2mm (by pipette) is the gravimetric percent of <0.0002 mm diameter particles dispersed without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
1231,"Clay, H2O Disp, Air-dry, Ultra",w_cly_u,Cly_W,Clay,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_h2o_disp_clay.txt",To Be Added,,"H2O and Ultrasonic probe dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base.",
1232,"Sand, Coarse, H2O Disp, Air-dry, Ultra",w_snd_c_u,SndC_W,SandCo,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_coarse.txt",to be added,,"H2O and Ultrasonic probe dispersible coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or the removal of organic matter and salts. It is reported on a <2 mm base.",
1233,"Sand, Fine, H2O Disp, Air-dry, Ultra",w_snd_f_u,SndF_W,SandF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_fine.txt",to be added,,"H2O and Ultrasonic probe dispersible fine sand, <2mm (by pipette) is the gravimetric percent of 0.10 to 0.25 mm diameter particles separated without the use of chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base.",
1234,"Sand, Medium, H2O Disp, Air-dry, Ultra",w_snd_m_u,SndM_W,SandM,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_medium.txt",to be added,,"H2O and Ultrasonic probe dispersible medium sand, <2mm (by pipette) is the gravimetric percent 0.25 to 0.50 mm diameter particles separated without chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base.",
1235,"Sand, Very Coarse, H2O Disp, Air-dry, Ultra",w_snd_vc_u,SndVCW,SandVC,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_coarse.txt",to be added,,"H2O and Ultrasonic probe dispersible very coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
1236,"Sand, Very Fine, H2O Disp, Air-dry, Ultra",w_snd_vf_u,SndVFW,SandVF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_fine.txt",to be added,,"H2O and Ultrasonic probe dispersible very fine sand, <2mm (by pipette) is the gravimetric percent 0.05 to 0.10 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
1237,"Silt, Fine, H2O Disp, Air-dry, Ultra",w_slt_f_u,SiF_W,SiltF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_h2o_disp_ultra_silt,_fine.txt",To Be Added,,"H2O and Ultrasonic probe dispersible fine silt, <2mm (by pipette) is the gravimetric percent 0.002 to 0.02 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
1238,"Surface Area, N2 Adsorption",surfarea_N2,SA_N2,SA_N2,F,5.2,mean,sq m/g,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Physics\Surface_Area\surfarea_n2.txt,To Be Added,,to be added,
1239,"Halite, x-ray",min_HA_x-ray,HAxray,minHA,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-ray,_halite_peak_class.txt",to be added,,to be added,
1240,"Actinolite, x-ray pm",min_AC_x-ray_pm,ACxrpm,minAC,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_actinolite_peak_class.txt",to be added,,to be added,
1241,"Albite, x-ray pm",min_FB_x-ray_pm,FBxrpm,minFB,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_albite_peak_class.txt",to be added,,to be added,
1242,"Amphibole, x-ray pm",min_AM_x-ray_pm,AMxrpm,minAM,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_amphibole_peak_class.txt",to be added,,to be added,
1243,"Anatase, x-ray pm",min_AE_x-ray_pm,AExrpm,minAE,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_anatase_peak_class.txt",to be added,,to be added,
1244,"Andalusite, x-ray pm",min_AN_x-ray_pm,ANxrpm,minAN,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_andalusite_peak_class.txt",to be added,,to be added,
1245,"Andesite, x-ray pm",min_FA_x-ray_pm,FAxrpm,minFA,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_andesite_peak_class.txt",to be added,,to be added,
1246,"Anhydrite, x-ray pm",min_AY_x-ray_pm,AYxrpm,minAY,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_anhydrite_peak_class.txt",to be added,,to be added,
1247,"Anorthite, x-ray pm",min_FN_x-ray_pm,FNxrpm,minFN,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_anorthite_peak_class.txt",to be added,,to be added,
1248,"Anorthoclase, x-ray pm",min_FH_x-ray_pm,FHxrpm,minFH,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_anorthoclase_peak_class.txt",to be added,,to be added,
1249,"Anthophyllite, x-ray pm",min_AH_x-ray_pm,AHxrpm,minAH,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_anthophyllite_peak_class.txt",to be added,,to be added,
1250,"Antigorite, x-ray pm",min_AG_x-ray_pm,AGxrpm,minAG,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_antigorite_peak_class.txt",to be added,,to be added,
1251,"Apatite, x-ray pm",min_AP_x-ray_pm,APxrpm,minAP,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_apatite_peak_class.txt",to be added,,to be added,
1252,"Aragonite, x-ray pm",min_AO_x-ray_pm,AOxrpm,minAO,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_aragonite_peak_class.txt",to be added,,to be added,
1253,"Arfvedsonite, x-ray pm",min_AF_x-ray_pm,AFxrpm,minAF,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_arfvedsonite_peak_class.txt",to be added,,to be added,
1254,"Augite, x-ray pm",min_AU_x-ray_pm,AUxrpm,minAU,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_augite_peak_class.txt",to be added,,to be added,
1255,"Barite, x-ray pm",min_BA_x-ray_pm,BAxrpm,minBA,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_barite_peak_class.txt",to be added,,to be added,
1256,"Basic Glass, x-ray pm",min_BG_x-ray_pm,BGxrpm,minBG,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_basic glass_peak_class.txt",to be added,,to be added,
1257,"Beryl, x-ray pm",min_BY_x-ray_pm,BYxrpm,minBY,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_beryl_peak_class.txt",to be added,,to be added,
1258,"Biotite, x-ray pm",min_BT_x-ray_pm,BTxrpm,minBT,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_biotite_peak_class.txt",to be added,,to be added,
1259,"Biotite-Chlorite, x-ray pm",min_BC_x-ray_pm,BCxrpm,minBC,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_biotite-chlorite_peak_class.txt",to be added,,to be added,
1260,"Boehmite, x-ray pm",min_BE_x-ray_pm,BExrpm,minBE,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_boehmite_peak_class.txt",to be added,,to be added,
1261,"Bronzite, x-ray pm",min_BZ_x-ray_pm,BZxrpm,minBZ,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_bronzite_peak_class.txt",to be added,,to be added,
1262,"Brookite, x-ray pm",min_BK_x-ray_pm,BKxrpm,minBK,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_brookite_peak_class.txt",to be added,,to be added,
1263,"Brucite, x-ray pm",min_BR_x-ray_pm,BRxrpm,minBR,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_brucite_peak_class.txt",to be added,,to be added,
1264,"Calcite, x-ray pm",min_CA_x-ray_pm,CAxrpm,minCA,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_calcite_peak_class.txt",to be added,,to be added,
1265,"Carbonate Aggregates, x-ray pm",min_CB_x-ray_pm,CBxrpm,minCB,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_carbonate aggregates_peak_class.txt",to be added,,to be added,
1266,"Cassiterite, x-ray pm",min_CT_x-ray_pm,CTxrpm,minCT,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_cassiterite_peak_class.txt",to be added,,to be added,
1267,"Chert (Chalcedony, Jasper, Agate, Onyx), x-ray pm",min_CD_x-ray_pm,CDxrpm,minCD,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_chert (chalcedony, jasper, agate, onyx)_peak_class.txt",to be added,,to be added,
1268,"Chlorite, x-ray pm",min_CL_x-ray_pm,CLxrpm,minCL,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_chlorite_peak_class.txt",to be added,,to be added,
1269,"Chlorite-Mica, x-ray pm",min_CM_x-ray_pm,CMxrpm,minCM,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_chlorite-mica_peak_class.txt",to be added,,to be added,
1270,"Chrysotile, x-ray pm",min_CY_x-ray_pm,CYxrpm,minCY,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_chrysotile_peak_class.txt",to be added,,to be added,
1271,"Clay-Coated Quartz, x-ray pm",min_QC_x-ray_pm,QCxrpm,minQC,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_clay-coated quartz_peak_class.txt",to be added,,to be added,
1272,"Cliachite (Bauxite), x-ray pm",min_CH_x-ray_pm,CHxrpm,minCH,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_cliachite (bauxite)_peak_class.txt",to be added,,to be added,
1273,"Clinozoisite, x-ray pm",min_CZ_x-ray_pm,CZxrpm,minCZ,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_clinozoisite_peak_class.txt",to be added,,to be added,
1274,"Coal, x-ray pm",min_CC_x-ray_pm,CCxrpm,minCC,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_coal_peak_class.txt",to be added,,to be added,
1275,"Collophane, x-ray pm",min_CO_x-ray_pm,COxrpm,minCO,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_collophane_peak_class.txt",to be added,,to be added,
1276,"Corundum, x-ray pm",min_CN_x-ray_pm,CNxrpm,minCN,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_corundum_peak_class.txt",to be added,,to be added,
1277,"Cristobalite, x-ray pm",min_CR_x-ray_pm,CRxrpm,minCR,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_cristobalite_peak_class.txt",to be added,,to be added,
1278,"Diatoms, x-ray pm",min_DI_x-ray_pm,DIxrpm,minDI,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_diatoms_peak_class.txt",to be added,,to be added,
1279,"Diopside, x-ray pm",min_DP_x-ray_pm,DPxrpm,minDP,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_diopside_peak_class.txt",to be added,,to be added,
1280,"Dolomite, x-ray pm",min_DL_x-ray_pm,DLxrpm,minDL,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_dolomite_peak_class.txt",to be added,,to be added,
1281,"Dumortierite, x-ray pm",min_DU_x-ray_pm,DUxrpm,minDU,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_dumortierite_peak_class.txt",to be added,,to be added,
1282,"Enstatite, x-ray pm",min_EN_x-ray_pm,ENxrpm,minEN,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_enstatite_peak_class.txt",to be added,,to be added,
1283,"Epidote, x-ray pm",min_EP_x-ray_pm,EPxrpm,minEP,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_epidote_peak_class.txt",to be added,,to be added,
1284,"Feldspar, x-ray pm",min_FD_x-ray_pm,FDxrpm,minFD,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_feldspar_peak_class.txt",to be added,,to be added,
1285,"Feldspathoids, x-ray pm",min_FZ_x-ray_pm,FZxrpm,minFZ,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_feldspathoids_peak_class.txt",to be added,,to be added,
1286,"Ferromagnesium Mineral, x-ray pm",min_FM_x-ray_pm,FMxrpm,minFM,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_ferromagnesium mineral_peak_class.txt",to be added,,to be added,
1287,"Fluorite, x-ray pm",min_FU_x-ray_pm,FUxrpm,minFU,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_fluorite_peak_class.txt",to be added,,to be added,
1288,"Foraminifera, x-ray pm",min_FF_x-ray_pm,FFxrpm,minFF,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_foraminifera_peak_class.txt",to be added,,to be added,
1307,"Hornblende, x-ray pm",min_HN_x-ray_pm,HNxrpm,minHN,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_hornblende_peak_class.txt",to be added,,to be added,
1308,"Hydrobiotite, x-ray pm",min_HB_x-ray_pm,HBxrpm,minHB,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_hydrobiotite_peak_class.txt",to be added,,to be added,
1309,"Iddingsite, x-ray pm",min_ID_x-ray_pm,IDxrpm,minID,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_iddingsite_peak_class.txt",to be added,,to be added,
1310,"Iron Oxide-Coated Quartz, x-ray pm",min_QI_x-ray_pm,QIxrpm,minQI,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_iron oxide-coated quartz_peak_class.txt",to be added,,to be added,
1311,"Iron Oxides (Goethite, Magnetite, Hematite, Li), x-ray pm",min_FE_x-ray_pm,FExrpm,minFE,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_iron oxides (goethite, magnetite, hematite, li)_peak_class.txt",to be added,,to be added,
1312,"Jarosite, x-ray pm",min_JO_x-ray_pm,JOxrpm,minJO,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_jarosite_peak_class.txt",to be added,,to be added,
1313,"Kaolinite, x-ray pm",min_KK_x-ray_pm,KKxrpm,minKK,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_kaolinite_peak_class.txt",to be added,,to be added,
1314,"Kyanite, x-ray pm",min_KY_x-ray_pm,KYxrpm,minKY,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_kyanite_peak_class.txt",to be added,,to be added,
1315,"Labradorite, x-ray pm",min_FL_x-ray_pm,FLxrpm,minFL,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_labradorite_peak_class.txt",to be added,,to be added,
1316,"Lamprobolite, x-ray pm",min_LA_x-ray_pm,LAxrpm,minLA,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_lamprobolite_peak_class.txt",to be added,,to be added,
1317,"Lepidolite, x-ray pm",min_LP_x-ray_pm,LPxrpm,minLP,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_lepidolite_peak_class.txt",to be added,,to be added,
1318,"Lepidomelane, x-ray pm",min_LO_x-ray_pm,LOxrpm,minLO,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_lepidomelane_peak_class.txt",to be added,,to be added,
1319,"Leucoxene, x-ray pm",min_LU_x-ray_pm,LUxrpm,minLU,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_leucoxene_peak_class.txt",to be added,,to be added,
1320,"Limonite, x-ray pm",min_LM_x-ray_pm,LMxrpm,minLM,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_limonite_peak_class.txt",to be added,,to be added,
1321,"Lithiophorite, x-ray pm",min_LT_x-ray_pm,LTxrpm,minLT,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_lithiophorite_peak_class.txt",to be added,,to be added,
1322,"Magnesite, x-ray pm",min_ME_x-ray_pm,MExrpm,minME,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_magnesite_peak_class.txt",to be added,,to be added,
1323,"Magnetite, x-ray pm",min_MG_x-ray_pm,MGxrpm,minMG,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_magnetite_peak_class.txt",to be added,,to be added,
1324,"Marcasite, x-ray pm",min_MR_x-ray_pm,MRxrpm,minMR,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_marcasite_peak_class.txt",to be added,,to be added,
1325,"Melilite, x-ray pm",min_ML_x-ray_pm,MLxrpm,minML,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_melilite_peak_class.txt",to be added,,to be added,
1326,"Mica, x-ray pm",min_MI_x-ray_pm,MIxrpm,minMI,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_mica_peak_class.txt",to be added,,to be added,
1327,"Microcline, x-ray pm",min_FC_x-ray_pm,FCxrpm,minFC,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_microcline_peak_class.txt",to be added,,to be added,
1328,"Monazite, x-ray pm",min_MZ_x-ray_pm,MZxrpm,minMZ,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_monazite_peak_class.txt",to be added,,to be added,
1329,"Montmorillonite, x-ray pm",min_MT_x-ray_pm,MTxrpm,minMT,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_montmorillonite_peak_class.txt",to be added,,to be added,
